中国中共中央党校	销售部经理
北京八一农机校	督导
上海工商外国语学院	供应链管理,前台,日语支持,文员,销售行政,西班牙语翻译,人事助理,销售管理,海外团队订单专员,经理助理/秘书
承德腾飞学院	喷漆工
重庆新世纪专修学院	焊工,电工,设备保养与维修
遵义师范学院	教师，行政助理,行政专员和人力专员,java,公务员,栏目策划,律师,高级软件工程师,文员 助理 编辑 记者
广州市第二十五中学	资料、信息录入员,打字员,订房部文员
广州市黄埔职业高级中学	有C1驾驶证,市推推广人员,保险从业资格证B证，,有低压电工证
吉林信息工程学校	销售经理,驻外办事处主管,区域经理
沈丘第九高中	研发
South China normal institute	形象顾问
广州第一商业学校	呼叫中心经理,客服经理
黑龙江畜牧兽医职业学院	文员
吉林省白城粮食学校	财务副部长
邢台军需工业学院	设备技术员,采购
河北省邢台学院	数据库管理员,行政秘书
南昌大学科技学院	助理工程师,会计,汽车销售,汽车行业业务类,电子技术,电气工程师,室内设计,专卖店设计师,财务助理,汽车零配件销售
河池都安高级中学	区域经理
江西科技师范学院 本科	策划 创意,英语 教育,编辑
苏州工艺美术职业技术学院	设计总监,女装主设计师,3d模型师,室内设计师,羽绒服主设计师,照明设计,网络管理员,资讯,兼职,深化设计
同济医科大学	销售经理,地区经理,销售总监
辽宁省高等教育自学考试	电气工程师
安徽淮南卫校	高铁乘务员
华中科技大学网络教育	电气工程师,销售经理,项目组长,模具设计,招投标,机械设计、工装夹具设计、新产品开发，工艺编制,预算员,技工,德国通快激光编程及制图 ,理财顾问
广州航海高等专科学院	营运,副总经理,总经理,餐饮总监,人事助理、人事专员、行政人事主管、招聘专员
南京金融高等专科学校	副总、董秘、财务总监
俄罗斯莫斯科国立语言大学	外贸商务
上海市南湖职业学校	销售代表,销售主管
广州市实验技工学校	日语文员
天津渤海学院	商务助理,经理助理,不限,机械设计 工程师
惠州质量技术监督局	行政经理/主管,品质主任,人力资源主管/专员
Henan Agriculture University	Account Manager,测试工程师
清华大学附属中等专科学校	财务总监,财务经理,审计经理
上海市邮电学校	电子商务,金融交易,外贸进出口
黑龙江省佳木斯市大学	客户经理
江苏水专	财务经理
广东省湛江海洋大学	区域总监,理财师/证券分析师,营销总监
内蒙古建筑	室内设计
重庆市开县职业教育中心	代驾,商务司机,小车司机
安徽职业技术学校	客房主管,前台接待
湖南省芷江县晓坪中学	电脑工程师
广州市交通技师学院	单证员
呼市电工培训	电工
公关经理	公关经理
乌克兰卢甘斯克国立大学	俄语翻译,家教,驻外俄语专员
北京工商大学成教院	Operations Manager
濮阳市第一中学	生产督导,班组长,生产助理
武汉纺织大学东湖校区	
福建师范美术系	技术经理
沈阳师范大学外国语学院	采购经理
黑龙江省粮食职业管部管理学院	行政专员/助理
北京经管学院  保定职技学院	市场品牌总监
西康西州大学	土建工程师,销售经理
江西外語外貿學院	体系,体系工程师,銷售,市場專員
天津纺织企业管理学校	地区经理
英国桑德兰大学学习	商业产品部助理总监
河北邯郸财经学校	财务总监,财务分析经理,财务副总,财务处长,审计经理·审计主管
内蒙古呼和浩特是第一中学	软件工程师,机械工程师,软件测试工程师,电气工程师,土建工程师,工程师,技术员,机械设计师,成本会计,储备干部
中国舞蹈家协会	舞蹈教师,舞蹈编导,大学舞蹈教员
中国环境管理学院	项目决策组副组长,外贸主管,编辑记者,业务经理,质检主管,市场开发
湖南省祁东县职业中专	综合内勤、单证管理、出纳
蜀兴职业中学	服务,导购,销售
内蒙古通辽市宝龙山镇职业高中	技术员
河北省职业数控技工学校	T台模特,淘宝模特,平面模特
Beijing University	COO,管理咨询,集团人力资源总监,项目开发和运营经理,北京分公司,体育老师,私人教练（经理）,编辑,业务经理,班主任
南京市金肯职业技术学院	
增城华侨中学	司机
枣庄职业中专	渠道经理,店长,营销总监,区域销售经理
桃江城关一中	
南京工程高等职业学校	土建监理工程师,经理助理 行政助理 市场助理 人事助理,保险公司客服,保险电话销售,施工员
沈阳电视大学	建筑行业,研发工程师、机械设计师、机械工程师
Gui Zhou weng an zhong  ping middle school	销售代表兼店长
武汉工程职业学院	软件工程师,土建工程师,造价员,工程监理
哈尔滨师范大学恒星学院商学系	研究员,金融行业,管理培训生
Nanjing University of Traditional Chinese Medicine	销售顾问
自学网站开发与互联网应用	公司中层,国家一级教师,会计主管,护士,财务主管,产品经理/策略经理
菏泽市卫生学校	护士
上药技校	值班经理
山西矿业学院	高层管理
广东省经济贸易职业技术学校	会计助理,会计,销售,业务员,文员,执行专员,客服专员, 会计,助理,会计文员
HeBei Software Institute	
北京师范大学香港浸会大学联合国际学院	Accountant
南阳医学高等专科学校	儿科医生,手术室护士—心理咨询相关,内科医生,平面设计师,医生助理
吉林公主岭职校	模具保管员,精益助手,生产带班
西安信息管理学院	运营总监
广东省仲恺农业工程学院	会计助理,会计,出纳
山东工商学院Shandong Institute of Business and Technology	Logistics Planner/物流规划/工业工程
河南省电大	结构/土木/土建工程师,生产经理/车间主任,机电工程师
复旦大学太平洋金融学院	游戏策划,会计,销售助理
四川省阆中市中学	汽车工具车等的一些机械的售后维修保养
衡水市景县人民第二中学	渠道经理、拓展经理 
中和小学	技术员
上海成人教育中心	设计总监
成都科大	副总经理兼管理者代表职务；
俄罗斯格林卡音乐学院	客户经理
湖北水利水电职业技术学院	电气技术员,电气工程师,技术员,施工员,设备工程师 采购 电气工程师,销售代表,招投标,测量员,工程概预算,监理员
中国职业经理人联合会	副总经理,区域培训师,总经理,销售总监 ,区域销售主管
广州市工程职业技术学院	税务专员/助理
山西青年职业技术学院	IOS程序员
天门岳口高级中学	餐厅见习经理
美国TPR英语专修学校	Production planning management
四川烹饪转科学校	店长,区域经理,西厨房冷菜,饼房小吃,行政人事,平面设计师,厨师长,培训讲师,人事专员,销售，物流，采购，客服
University of Virginia	总编,Data Analyst / Business Analyst,Chief Editor
郑州师范高等专科学校	教师,人力资源助理
广州白云职业职业技术学院	销售顾问
四川省旅游学习学校	宾客服务中心主管
山东省农业干部管理学院	种植基地部经理,生产总监,农业总经经理
深圳深达专修学院	会计主管
Deakin University in Australia	英语翻译专员,财务助理,行政专员
天津机械工程学院	
湖南艺术职业学院	推广,淘宝客服,广播电视编导,工业设计师,运营助理,采购
HuNan University Hengyang Branch	
The University of Auckland	广告策划设计实习生
石河子大学药学院	招商,采购,招投标
四川师范大学美术学院	文员,客服,角色动画师，动作师,后勤
广东省乐昌市中等职业技术学校	PMC跟单员
山西建筑专修学院	建筑施工图设计师
商丘机电职业中专	模具焊工
重庆西南大学育才学院	实习老师,汉语教师
江西省井岗山科技学院	产品设计师
兴宁市田家炳中学	proe绘图员，产品设计
合肥工业大学-安徽工学院机械系	供应链总监
黄冈科技学院	销售
广东省深圳广播电视大学	采购主管
上海交通大学机电分校	总监
甘肃省交通学校	IT主管,主管
晋中学院师范分院	销售内勤
华南农业大学	实习生,会计,软件工程师,销售,项目经理,销售代表,律师助理,主管,客户经理,经理
湖南省衡阳市田家炳中学	设备维修
大连火蚁动漫	项目管理,部门主管,游戏UI,手绘,客户经理
天津冶金职业技术学校	电气工程师
河北化工学院	环保工艺工程师,售前\售后技术支持、实施工程师,工艺管道工程师,铆焊,化工工艺工程师
江苏永中	司机
海南省詹洲市八一总场中学	车间总管
北京市机械工程学院	总经理
中央财经大学(夜大学)	onsite工程师,出纳员,售前工程师,售后工程师
西北农林科技大学(211、985)	项目管理,需求管理,软件开发
冀东物贸综合培训学校	销售代表,前台接待,整车保管
甘肃省经济管理干部学院	会计
Tianjin Foreign Studies University	采购经理,德语网站编辑
北大青鸟APTECH成都名流授权培训中心	jsp程序员
达州市通川区第六中学	实习编辑
青岛农业大学@中国农业大学	生物研究员  市场产品经理
江门职院技术学院	电脑维护员
宁夏大学农学院	技术总监
安徽文达信息技术学院	销售经理,售前工程师
河北省张家口技校	电工，电子，微电子以及库房管理等等
中央广播电视大学（自学）	仓库主管,物流主管,仓库经理/物流经理
黄冈罗田县第一中学	人事行政专员
北京海华城市建设学院	设计师
从化职业技能培训学校	财务助理,会计文员,出纳助理
河南省安阳县第六职业高级中学	热力集团特佳物业
广州大学服装纺织学校	外贸业务,外贸业务跟单,QC跟单
常州市联合职业技术学院	特效师
